HHID,plotID,A,animal_value_p_sell,area_planted,chem_fert,cons_value_p_sell,cropID,farm_capital,food_prod_value_p_sell,gift_value_p_sell,hhlabor,hired_labor,k,l,lnA,lnk,lnl,lnm,lny,lny_over_A,m,org_fert,pesticides,season,seed_cost,seeds_value_p_sell,sell_value_p_sell,stored_value_p_sell,total2_value_p_sell,total_value_p_sell,trans_cost,y,y_over_A,inflation,region
H02310-04-01,1.0,0.5,0.0,0.5,,0.0,630.0,19000.0,0.0,0.0,20.0,6.0,6.83027198047627,26.0,-0.6931471805599453,1.9213644942358592,3.258096538021482,1.9726577886234096,,,7.189759979448705,,,1,7.189759979448705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H02310-04-01,2.0,0.5,0.0,0.5,,43.13855987669223,210.0,19000.0,0.0,0.0,22.0,8.0,6.83027198047627,30.0,-0.6931471805599453,1.9213644942358592,3.4011973816621555,1.0563670567492545,4.8630295465195745,13.487006490992238,2.8759039917794817,,,1,2.8759039917794817,0.0,86.27711975338445,0.0,129.41567963007668,360000.0,0.7189759979448704,129.41567963007668,720000.0,1.0753197970037849,1
H02310-04-01,3.0,0.25,0.0,0.25,,0.0,741.0,19000.0,0.0,0.0,16.0,5.0,6.83027198047627,21.0,-1.3862943611198906,1.9213644942358592,3.044522437723423,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H03408-04-01,2.0,0.400000005960464,0.0,0.400000005960464,,14.829675688019718,620.0,23000.0,0.0,2.471612614669953,52.0,0.0,8.121012876772703,52.0,-0.9162907169729952,2.09445488491319,3.9512437185814275,,3.73808416209557,12.603169489066662,0.0,,,1,,0.0,24.71612614669953,0.0,42.0174144493892,119000.0,0.0,42.0174144493892,297499.995566905,1.0948123174730158,1
H03601-04-01,4.0,0.5,0.0,0.5,,0.0,742.0,15000.0,9.238809341681526,0.0,25.0,0.0,5.389305449314223,25.0,-0.6931471805599453,1.6844165174924794,3.2188758248682006,,2.2234130182251666,10.84794916137698,0.0,,,1,,0.0,0.0,0.0,9.238809341681526,25714.285714285714,0.0,9.238809341681526,51428.57142857143,1.0759212825732265,1
H03601-04-01,5.0,0.125,0.0,0.125,,14.371481198171262,630.0,15000.0,0.0,0.0,24.0,0.0,5.389305449314223,24.0,-2.0794415416798357,1.6844165174924794,3.1780538303479458,,2.6652457705042054,12.676076274775909,0.0,,,1,,0.0,0.0,0.0,14.371481198171262,40000.0,0.0,14.371481198171262,320000.0,1.0759212825732265,1
H03601-04-01,6.0,0.125,0.0,0.125,,7.545027629039913,620.0,15000.0,0.0,2.515009209679971,26.0,1.0,5.389305449314223,27.0,-2.0794415416798357,1.6844165174924794,3.295836866004329,,2.3085708265654734,12.319401330837177,0.0,,,1,,0.0,0.0,0.0,10.060036838719885,28000.0,0.0,10.060036838719885,224000.0,1.0759212825732265,1
H03602-04-04,5.0,0.5,0.0,0.5,,21.557221797256894,210.0,30000.0,0.0,10.778610898628447,21.0,4.0,10.778610898628447,25.0,-0.6931471805599453,2.3775636980524246,3.2188758248682006,1.278951409384315,5.3732959716064155,13.997832114758229,3.5928702995428154,,,1,3.5928702995428154,10.778610898628447,172.45777437805515,0.0,215.57221797256895,600000.0,0.0,215.57221797256895,1200000.0,1.0759212825732265,1
H03602-04-04,6.0,1.0,0.0,1.0,,4.491087874428519,130.0,30000.0,0.0,0.0,24.0,2.0,10.778610898628447,26.0,0.0,2.3775636980524246,3.258096538021482,,3.5815365023783605,11.512925464970229,0.0,,,1,,4.491087874428519,26.94652724657112,0.0,35.928702995428154,100000.0,0.0,35.928702995428154,100000.0,1.0759212825732265,1
H03603-04-05,3.0,0.5,1.7805400984956177,0.5,,0.0,130.0,22000.0,0.0,0.0,86.0,0.0,7.834376433380719,86.0,-0.6931471805599453,2.058521285324947,4.454347296253507,,1.2700639249606769,9.903487552536127,0.0,,,1,,1.7805400984956177,0.0,0.0,3.5610801969912353,10000.0,0.0,3.5610801969912353,20000.0,1.085526134477244,1
H03604-04-04,2.0,0.5,0.0,0.5,,8.546592472778967,630.0,20000.0,0.0,0.0,62.0,0.0,7.122160393982471,62.0,-0.6931471805599453,1.9632111055206223,4.127134385045092,,2.145532662314577,10.778956289890028,0.0,,,1,,0.0,0.0,0.0,8.546592472778967,24000.0,0.0,8.546592472778967,48000.0,1.085526134477244,1
H03604-04-08,1.0,0.5,0.0,0.5,,23.503129300142156,210.0,70000.0,0.0,0.0,55.0,2.0,24.927561378938652,57.0,-0.6931471805599453,3.2159740740159903,4.04305126783455,2.774141321736951,4.587879697683781,13.221303325259232,16.024860886460562,,5.3416202954868535,1,10.683240590973707,0.0,74.78268413681596,0.0,98.28581343695811,276000.0,1.7805400984956177,98.28581343695811,552000.0,1.085526134477244,1
H03604-04-08,2.0,0.5,0.0,0.5,,14.244320787964941,130.0,70000.0,0.0,0.0,65.0,2.0,24.927561378938652,67.0,-0.6931471805599453,3.2159740740159903,4.204692619390966,2.186354656834832,5.724411221214185,14.357834848789636,8.90270049247809,,5.3416202954868535,1,3.5610801969912353,7.122160393982471,284.88641575929887,0.0,306.25289694124626,860000.0,0.0,306.25289694124626,1720000.0,1.085526134477244,1
H03604-04-09,1.0,0.25,0.0,0.25,,0.0,630.0,47000.0,0.0,0.0,106.0,0.0,16.73707692585881,106.0,-1.3862943611198906,2.81762643367669,4.663439094112067,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085526134477244,1
H03604-04-09,2.0,0.5,0.0,0.5,,47.00625860028431,210.0,47000.0,0.0,0.0,69.0,0.0,16.73707692585881,69.0,-0.6931471805599453,2.81762643367669,4.23410650459726,,4.710482019776114,13.343905647351566,0.0,,,1,,21.366481181947414,42.73296236389483,0.0,111.10570214612655,312000.0,0.0,111.10570214612655,624000.0,1.085526134477244,1
H03604-04-09,3.0,0.5,0.0,0.5,,3.5610801969912353,130.0,47000.0,0.0,0.0,57.0,0.0,16.73707692585881,57.0,-0.6931471805599453,2.81762643367669,4.04305126783455,,1.2700639249606769,9.903487552536127,0.0,,,1,,0.0,0.0,0.0,3.5610801969912353,10000.0,0.0,3.5610801969912353,20000.0,1.085526134477244,1
H03605-04-02,3.0,0.5,0.0,0.5,,19.229833063752675,741.0,26000.0,0.0,5.3416202954868535,14.0,0.0,9.258808512177213,14.0,-0.6931471805599453,2.2255753699881136,2.6390573296152584,,3.2015853365638907,11.835008964139341,0.0,,,1,,0.0,0.0,0.0,24.571453359239527,69000.0,0.0,24.571453359239527,138000.0,1.085526134477244,1
H03605-04-02,5.0,1.0,0.0,1.0,,0.0,130.0,26000.0,0.0,0.0,97.0,6.0,9.258808512177213,103.0,0.0,2.2255753699881136,4.634728988229636,1.6755290330688413,4.958943379074613,12.89921982609012,5.3416202954868535,,5.3416202954868535,1,,0.0,142.44320787964944,0.0,142.44320787964944,400000.0,0.0,142.44320787964944,400000.0,1.085526134477244,1
H03608-04-01,1.0,0.5,0.0,0.5,,17.245777437805515,210.0,65000.0,0.0,0.0,90.0,0.0,23.353656947028302,90.0,-0.6931471805599453,3.1507535862859064,4.499809670330265,0.991269336932534,4.100330295793528,12.724866438945341,2.6946527246571117,,2.6946527246571117,1,,17.245777437805515,25.868666156708272,0.0,60.3602210323193,168000.0,0.0,60.3602210323193,336000.0,1.0759212825732265,1
H03608-04-01,2.0,0.5,0.0,0.5,,3.5928702995428154,130.0,65000.0,0.0,0.0,102.0,0.0,23.353656947028302,102.0,-0.6931471805599453,3.1507535862859064,4.624972813284271,0.991269336932534,3.1507535862859064,11.77528972943772,2.6946527246571117,,2.6946527246571117,1,,1.7964351497714077,17.964351497714077,0.0,23.353656947028302,65000.0,0.0,23.353656947028302,130000.0,1.0759212825732265,1
H03704-04-01,2.0,0.25,0.0,0.25,,12.65214386888278,620.0,25000.0,0.0,0.0,40.0,0.0,9.037245620630557,40.0,-1.3862943611198906,2.2013544399939255,3.6888794541139363,,2.5378266766151385,11.84939770159144,0.0,,,1,,0.0,0.0,0.0,12.65214386888278,35000.0,0.0,12.65214386888278,140000.0,1.0693649877067413,1
H03705-04-01,2.0,0.25,0.0,0.25,,0.0,620.0,25000.0,0.0,0.0,73.0,0.0,9.037245620630557,73.0,-1.3862943611198906,2.2013544399939255,4.290459441148391,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0693649877067413,1
H03707-04-01,1.0,1.0,0.0,1.0,,0.0,812.0,230000.0,0.0,0.0,60.0,0.0,82.72795053499017,60.0,0.0,4.415557519959061,4.0943445622221,,3.2949663245721763,11.225243392518447,0.0,,,1,,0.0,26.97650560923592,0.0,26.97650560923592,75000.0,0.0,26.97650560923592,75000.0,1.0747256362995772,1
H03707-04-01,3.0,0.25,0.0,0.25,,22.660264711758174,620.0,230000.0,0.0,2.5178071901953527,104.0,0.0,82.72795053499017,104.0,-1.3862943611198906,4.415557519959061,4.6443908991413725,,3.225973453085225,12.542544882151386,0.0,,,1,,0.0,0.0,0.0,25.17807190195353,70000.0,0.0,25.17807190195353,280000.0,1.0747256362995772,1
H03707-04-01,5.0,1.0,0.0,1.0,,8.992168536411974,130.0,230000.0,0.0,0.0,20.0,0.0,82.72795053499017,20.0,0.0,4.415557519959061,2.995732273553991,2.9287219296172933,2.1963540359040667,10.126631103850338,18.703710555736905,,18.703710555736905,1,,0.0,0.0,0.0,8.992168536411974,25000.0,0.0,8.992168536411974,25000.0,1.0747256362995772,1
H03709-04-01,2.0,0.25,0.0,0.25,,25.30428773776556,620.0,39000.0,0.0,0.0,70.0,0.0,14.098103168183668,70.0,-1.3862943611198906,2.646040261255371,4.248495242049359,,3.2309738571750835,12.542544882151386,0.0,,,1,,0.0,0.0,0.0,25.30428773776556,70000.0,0.0,25.30428773776556,280000.0,1.0693649877067413,1
H03711-04-02,2.0,0.5,0.0,0.5,,17.26496358991099,210.0,17000.0,0.0,0.0,35.0,0.0,6.114674604760142,35.0,-0.6931471805599453,1.810691555092082,3.5553480614894135,2.30968272121107,5.505436128658417,14.128860377164633,10.07122876078141,,10.07122876078141,1,,12.948722692433241,215.81204487388737,0.0,246.02573115623164,684000.0,0.0,246.02573115623164,1368000.0,1.0747256362995772,1
H03711-04-02,3.0,0.5,0.0,0.5,,0.0,742.0,17000.0,0.0,0.0,25.0,0.0,6.114674604760142,25.0,-0.6931471805599453,1.810691555092082,3.2188758248682006,,3.764969953817912,12.388394202324129,0.0,,,1,,0.0,43.16240897477748,0.0,43.16240897477748,120000.0,0.0,43.16240897477748,240000.0,1.0747256362995772,1
H03807-04-01,2.0,0.25,0.0,0.25,,10.579651566972878,640.0,20000.0,0.0,0.0,49.0,0.0,7.233949789383165,49.0,-1.3862943611198906,1.978785192585603,3.8918202981106265,,2.869758116475468,12.180754837545884,0.0,,,1,,0.0,7.053101044648586,0.0,17.632752611621463,48750.0,0.0,17.632752611621463,195000.0,1.068751023535368,1
H03807-04-01,3.0,0.25,0.0,0.25,,12.659412131420538,620.0,20000.0,12.659412131420538,0.0,35.0,0.0,7.233949789383165,35.0,-1.3862943611198906,1.978785192585603,3.5553480614894135,,3.231548161080971,12.542544882151386,0.0,,,1,,0.0,0.0,0.0,25.318824262841076,35000.0,0.0,25.318824262841076,280000.0,1.068751023535368,1
H03809-04-01,1.0,0.25,0.0,0.25,,0.0,741.0,21000.0,0.0,0.0,18.0,0.0,7.549247978421139,18.0,-1.3862943611198906,2.0214479527928413,2.8903717578961645,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H03809-04-01,3.0,0.25,0.0,0.25,,37.7462398921057,620.0,21000.0,0.0,0.0,28.0,0.0,7.549247978421139,28.0,-1.3862943611198906,2.0214479527928413,3.332204510175204,,3.630885865226942,12.948009990259552,0.0,,,1,,0.0,0.0,0.0,37.7462398921057,105000.0,0.0,37.7462398921057,420000.0,1.0753197970037849,1
H03809-04-01,4.0,0.25,0.0,0.25,,0.0,630.0,21000.0,0.0,0.0,10.0,0.0,7.549247978421139,10.0,-1.3862943611198906,2.0214479527928413,2.302585092994046,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H03902-04-01,4.0,0.100000001490116,0.0,0.100000001490116,,5.449896886937568,310.0,9500.0,0.0,1.5571134459881542,8.0,0.0,3.4136717345679,8.0,-2.302585078092886,1.2277884670157988,2.0794415416798357,,2.052271642186251,12.28611533085197,0.0,,,1,,0.7785567229940787,0.0,0.0,7.785567055919801,21666.666666666664,0.0,7.785567055919801,216666.6618237898,1.0757810432021624,1
H03903-04-01,2.0,0.6000000238418579,0.0,0.6000000238418579,,31.44171334470434,620.0,36000.0,0.0,6.288342668940869,21.0,7.0,12.93601920467836,28.0,-0.5108255840295616,2.560015606865414,3.332204510175204,,4.4777548789540305,12.919839073556426,0.0,,,1,,0.0,50.30674135152695,0.0,88.03679736517216,245000.0,0.0,88.03679736517216,408333.31710762513,1.0757810432021624,1
H03906-04-01,1.0,0.100000001490116,0.0,0.100000001490116,,0.0,811.0,33000.0,0.0,0.0,73.0,0.0,11.858017604288495,73.0,-2.302585078092886,2.4730042298757837,4.290459441148391,,2.6653761225232397,12.89921981118896,0.0,,,1,,0.0,14.373354671864842,0.0,14.373354671864842,40000.0,0.0,14.373354671864842,399999.9940395361,1.0757810432021624,1
H03907-04-01,3.0,0.5,0.0,0.5,,37.73005601364521,620.0,117000.0,0.0,12.576685337881738,35.0,3.0,42.04206241520467,38.0,-0.6931471805599453,3.73867060320706,3.6375861597263857,,3.918139091018608,12.542544882151386,0.0,,,1,,0.0,0.0,0.0,50.30674135152695,140000.0,0.0,50.30674135152695,280000.0,1.0757810432021624,1
H03907-04-01,4.0,0.100000001490116,0.0,0.100000001490116,,21.560032007797265,223.0,117000.0,0.0,0.0,39.0,0.0,42.04206241520467,39.0,-2.302585078092886,3.73867060320706,3.6635616461296463,0.5859345808434039,3.087370532582615,13.321214221248335,1.7966693339831052,,,1,1.7966693339831052,0.35933386679662105,0.0,0.0,21.919365874593886,61000.0,0.0,21.919365874593886,609999.9909102926,1.0757810432021624,1
H03908-04-01,1.0,0.100000001490116,0.0,0.100000001490116,,0.0,620.0,14000.0,0.0,0.0,13.0,3.0,4.935370955951537,16.0,-2.302585078092886,1.5964278384396815,2.772588722239781,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0965546293128212,1
H03908-04-01,2.0,0.100000001490116,0.0,0.100000001490116,,9.518215415049394,130.0,14000.0,0.0,1.0575794905610436,20.0,0.0,4.935370955951537,20.0,-2.302585078092886,1.5964278384396815,2.995732273553991,,2.358567890486578,12.611537738737178,0.0,,,1,,0.0,0.0,0.0,10.575794905610437,30000.0,0.0,10.575794905610437,299999.9955296521,1.0965546293128212,1
H03909-04-02,4.0,0.200000002980232,0.0,0.200000002980232,,6.169213694939422,620.0,82400.0,0.0,3.084606847469711,35.0,0.0,29.048183340743336,35.0,-1.6094378975329406,3.368955945739849,3.5553480614894135,,2.225036497862056,11.78485916555271,0.0,,,1,,0.0,0.0,0.0,9.253820542409134,26250.0,0.0,9.253820542409134,131249.9980442228,1.0965546293128212,1
H03910-04-01,6.0,0.25,0.0,0.25,,4.277321495157999,310.0,55000.0,0.0,0.0,75.0,0.0,19.388957326952468,75.0,-1.3862943611198906,2.964703694056894,4.31748811353631,,1.453326994799008,10.790006126076612,0.0,,,1,,0.0,0.0,0.0,4.277321495157999,12133.333333333332,0.0,4.277321495157999,48533.33333333333,1.0965546293128212,1
H03910-04-01,3.0,3.0,0.0,3.0,,0.0,630.0,55000.0,0.0,0.0,42.0,20.0,19.388957326952468,62.0,1.0986122886681098,2.964703694056894,4.127134385045092,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0965546293128212,1
H03910-04-01,4.0,1.0,0.0,1.0,,0.0,741.0,55000.0,0.0,0.0,41.0,0.0,19.388957326952468,41.0,0.0,2.964703694056894,3.713572066704308,4.661152983480624,,,105.75794905610437,,,1,105.75794905610437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0965546293128212,1
H04001-04-01,2.0,1.5,0.0,1.5,,70.42466899518105,741.0,73000.0,0.0,21.3408087864185,82.0,0.0,25.96465069014251,82.0,0.4054651081081644,3.2567360241013215,4.406719247264253,,4.629237063088876,12.165250651009918,0.0,,,1,,0.0,10.67040439320925,0.0,102.4358821748088,288000.0,0.0,102.4358821748088,192000.0,1.0868319920274512,1
H04002-04-01,1.0,0.25,0.0,0.25,,29.877132300985902,620.0,22000.0,0.0,0.0,48.0,1.0,7.824963221686784,49.0,-1.3862943611198906,2.057319036311246,3.8918202981106265,,3.397093381796244,12.724866438945341,0.0,,,1,,0.0,0.0,0.0,29.877132300985902,84000.0,0.0,29.877132300985902,336000.0,1.0868319920274512,1
H04002-04-01,2.0,0.25,0.0,0.25,,0.0,630.0,22000.0,0.0,0.0,52.0,0.0,7.824963221686784,52.0,-1.3862943611198906,2.057319036311246,3.9512437185814275,,4.60106618612218,13.928839243271277,0.0,,,1,,0.0,99.59044100328634,0.0,99.59044100328634,280000.0,0.0,99.59044100328634,1120000.0,1.0868319920274512,1
H04003-04-01,2.0,0.5,0.0,0.5,,44.81569845147885,620.0,69500.0,0.0,0.0,38.0,0.0,24.71977017760143,38.0,-0.6931471805599453,3.2076033355236766,3.6375861597263857,,3.802558489904408,12.437184366493561,0.0,,,1,,0.0,0.0,0.0,44.81569845147885,126000.0,0.0,44.81569845147885,252000.0,1.0868319920274512,1
H04003-04-01,3.0,0.5,0.0,0.5,,0.0,630.0,69500.0,0.0,0.0,45.0,0.0,24.71977017760143,45.0,-0.6931471805599453,3.2076033355236766,3.8066624897703196,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868319920274512,1
H04003-04-01,4.0,0.5,0.0,0.5,,6.165122538298677,310.0,69500.0,0.0,0.0,57.0,0.0,24.71977017760143,57.0,-0.6931471805599453,3.2076033355236766,4.04305126783455,,1.8189080128662476,10.4535338894554,0.0,,,1,,0.0,0.0,0.0,6.165122538298677,17333.333333333332,0.0,6.165122538298677,34666.666666666664,1.0868319920274512,1
H04004-04-01,3.0,0.5,0.0,0.5,,15.128453922753312,620.0,18000.0,0.0,0.0,21.0,0.0,6.48362310975142,21.0,-0.6931471805599453,1.8692794759890061,3.044522437723423,,2.7165773363762096,11.33857207782545,0.0,,,1,,0.0,0.0,0.0,15.128453922753312,42000.0,0.0,15.128453922753312,84000.0,1.0731904059908903,1
H04004-04-01,4.0,0.25,0.0,0.25,,8.644830813001894,210.0,18000.0,0.0,2.1612077032504735,35.0,0.0,6.48362310975142,35.0,-1.3862943611198906,1.8692794759890061,3.5553480614894135,,2.5624266565489515,11.877568578558138,0.0,,,1,,2.1612077032504735,0.0,0.0,12.96724621950284,36000.0,0.0,12.96724621950284,144000.0,1.0731904059908903,1
H04005-04-01,4.0,0.125,0.0,0.125,,17.42832717557511,620.0,27000.0,0.0,2.4897610250821582,51.0,0.0,9.603363953888325,51.0,-2.0794415416798357,2.262113448957259,3.9318256327243257,,2.9916282736880793,13.012548511397123,0.0,,,1,,0.0,0.0,0.0,19.918088200657266,56000.0,0.0,19.918088200657266,448000.0,1.0868319920274512,1
H04005-04-01,5.0,0.25,0.0,0.25,,6.2244025627053965,620.0,27000.0,0.0,0.0,50.0,0.0,9.603363953888325,50.0,-1.3862943611198906,2.262113448957259,3.912023005428146,,2.927089752550508,12.254862809699606,0.0,,,1,,0.0,12.448805125410793,0.0,18.67320768811619,52500.0,0.0,18.67320768811619,210000.0,1.0868319920274512,1
H04007-04-01,3.0,0.100000001490116,0.0,0.100000001490116,,20.17127189700442,620.0,17000.0,0.0,0.0,15.0,0.0,6.123421825876341,15.0,-2.302585078092886,1.8121210621490575,2.70805020110221,,3.004259408827991,13.235692047810172,0.0,,,1,,0.0,0.0,0.0,20.17127189700442,56000.0,0.0,20.17127189700442,559999.9916553505,1.0731904059908903,1
H04011-04-01,1.0,0.25,0.0,0.25,,8.5363235145674,741.0,228000.0,0.0,0.0,52.0,0.0,81.0950733883903,52.0,-1.3862943611198906,4.395622211907371,3.9512437185814275,,2.144330413300876,11.472103470449973,0.0,,,1,,0.0,0.0,0.0,8.5363235145674,24000.0,0.0,8.5363235145674,96000.0,1.0868319920274512,1
H04011-04-01,2.0,0.5,0.0,0.5,,0.0,620.0,228000.0,0.0,0.0,49.0,0.0,81.0950733883903,49.0,-0.6931471805599453,4.395622211907371,3.8918202981106265,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868319920274512,1
H04011-04-01,3.0,0.5,0.0,0.5,,0.0,640.0,228000.0,0.0,0.0,58.0,0.0,81.0950733883903,58.0,-0.6931471805599453,4.395622211907371,4.060443010546419,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868319920274512,1
H04011-04-01,4.0,0.25,0.0,0.25,,0.0,630.0,228000.0,0.0,0.0,50.0,0.0,81.0950733883903,50.0,-1.3862943611198906,4.395622211907371,3.912023005428146,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868319920274512,1
H04201-04-01,1.0,0.75,0.0,0.75,,6.231890344734663,130.0,33000.0,7.122160393982471,0.0,58.0,0.0,11.751564650071078,58.0,-0.2876820724517809,2.4639863934331117,4.060443010546419,2.5509977704227413,2.6563582860805677,10.884316805547854,12.819888709168447,,12.819888709168447,1,,0.8902700492478088,0.0,0.0,14.244320787964941,20000.0,0.0,14.244320787964941,53333.333333333336,1.085526134477244,1
H04201-04-01,2.0,0.25,0.0,0.25,,0.0,620.0,33000.0,0.0,0.0,33.0,0.0,11.751564650071078,33.0,-1.3862943611198906,2.4639863934331117,3.4965075614664802,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085526134477244,1
H04201-04-01,4.0,0.5,0.0,0.5,,0.0,620.0,33000.0,0.0,0.0,31.0,0.0,11.751564650071078,31.0,-0.6931471805599453,2.4639863934331117,3.4339872044851463,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085526134477244,1
H04202-04-01,2.0,0.06199999898672099,0.0,0.06199999898672099,,0.0,620.0,10000.0,0.0,0.0,21.0,0.0,3.5610801969912353,21.0,-2.7806209102802555,1.2700639249606769,3.044522437723423,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085526134477244,1
H04203-04-01,2.0,0.25,0.0,0.25,,31.28663315928014,741.0,40000.0,0.0,0.0,35.0,2.0,14.244320787964941,37.0,-1.3862943611198906,2.6563582860805677,3.6109179126442243,,3.8404927481868394,13.167063556322235,0.0,,,1,,0.0,15.261772272819579,0.0,46.54840543209972,130714.28571428571,0.0,46.54840543209972,522857.14285714284,1.085526134477244,1
H04203-04-01,3.0,0.25,0.0,0.25,,6.231890344734663,130.0,40000.0,0.0,0.0,17.0,0.0,14.244320787964941,17.0,-1.3862943611198906,2.6563582860805677,2.833213344056216,,3.3495054666405126,12.676076274775909,0.0,,,1,,4.451350246239045,17.80540098495618,0.0,28.488641575929883,80000.0,0.0,28.488641575929883,320000.0,1.085526134477244,1
H04203-04-01,5.0,1.5,0.0,1.5,,1.8976277693717472,510.0,40000.0,0.0,1.8976277693717472,34.0,0.0,14.244320787964941,34.0,0.4054651081081644,2.6563582860805677,3.5263605246161616,,2.432364032886045,9.967175371793386,0.0,,,1,,0.0,7.590511077486989,0.0,11.385766616230482,31972.78911564626,0.0,11.385766616230482,21315.192743764175,1.085526134477244,1
